name,gender,langage,frequency,translated_name
valdis,f,,0,فالديس
valencia,f,spanish,0.48,فالنسيا
valentín,m,spanish,0,فالنتين
valentin,m,"scandinavian, german, french, czech, russian, romanian",1.98,فالنتين
valentina,f,"italian, russian, romanian, ancient roman",0.67,فالنتينا
valentine (1),m,english,0,عيد الحب (1)
valentine (2),f,french,0,عيد الحب (2)
valentino,m,italian,0.64,فالنتينو
valère,m,french,0.03,فاليير
valéria,f,hungarian,0,فاليريا
valeria,f,"italian, spanish, romanian, ancient roman",0,فاليريا
valerian,m,history,0,فاليريان
valeriana,f,ancient roman,0,فاليريانا
valérie,f,french,2.61,فاليري
valerie,f,english,0,فاليري
valerija,f,"serbian, croatian",0,فاليريجا
valerio,m,"italian, spanish, portuguese",0.13,فاليريو
valeriu,m,romanian,0,فاليريو
valerius,m,ancient roman,0.06,فاليريوس
valeriya,f,russian,0,فاليريا
valéry,m,french,5.89,فاليري
valeska,f,,0,Valeska
vali,m,romanian,0,فالي
valkyrie,f,norse mythology,0.06,فالكيري
valora,f,esperanto,0,فاليورا
valorie,f,english,0,فالوري
valter,m,"scandinavian, portuguese",0,فالتر
valtteri,m,finnish,0,فالتيري
van (1),m,english,0,فان (1)
van (2),m,vietnamese,0,فان (2)
vanamo,f,finnish,0,فانامو
vance,m,english,0,فانس
vanda,f,italian,0,فاندا
vanessa,f,english,21.31,فانيسا
vangelis,m,greek,0,فانجيليس
vanja,f,scandinavian,0,فانجا
vanna,"f,m",khmer,0.96,فانا
vanya,m,russian,0,فانيا
varda,f,jewish,0.19,فاردا
vardah,f,jewish,0,فاردا
varfolomei,m,russian,0,varfolomei
varg,m,norwegian,0,فارغ
varinia,f,"ancient roman, spanish",0,varinia
varinius,m,ancient roman,0,فارينيوس
varius,m,ancient roman,0.03,varius
varlam,m,russian,0,فارلام
vartouhi,f,armenian,0,فارتوهي
varvara,f,"russian, greek, bulgarian",5.7,فارفارا
varya,f,russian,0,فاريا
vasant,m,indian,0,فاسانت
vasanta,f,indian,0,فاسانتا
vasco,m,"spanish, portuguese, italian",0.29,فاسكو
vashti,f,biblical,0.03,فاشتي
vasil,m,"bulgarian, macedonian",0,فاسيل
vasile,m,romanian,0,فاز
vasili,m,russian,0,فاسيلي
vasilica,m,romanian,0,فاسيليكا
vasilios,m,greek,0,فاسيليوس
vasilisa,f,russian,0,فاسيليسا
vasilka,f,bulgarian,0,فاسلكا
vasily,m,russian,0,فاسيلي
vassily,m,russian,0.03,بصراحة
vasu,m,indian,0,فاسو
vasya,m,russian,0,فاسيا
vaughan,m,"english, welsh",0.1,فوجان
vaughn,m,"english, welsh",0,فون
vavrinec,m,czech,0,فافرينيك
veasna,m,khmer,0,Veasna
veca,f,serbian,0,VECA
veera,f,finnish,0,فيرا
velda,f,,0,فيلدا
veli,m,finnish,0,فيلي
velia,f,italian,0,فيليا
velma,f,english (modern),0,فيلما
velvel,m,jewish,0,فيلفيل
velvela,f,jewish,0,فيلفيلا
vena,f,,0,الوريد
vencel,m,hungarian,0,فينسل
venceslao,m,italian,0,فنسلاو
venceslás,m,spanish,0,فنسلاس
venceslav,m,czech,0,فانسسلاف
venetia,f,,0,فينيتيا
veniamin,m,russian,0,فينامين
venka,f,esperanto,0,فينكا
venkat,m,indian,0,فينكات
venus,f,roman mythology,35.68,كوكب الزهرة
venyamin,m,russian,0,فينامين
vera,f,"russian, english, german",1.5,فيرا
vercingetorix,m,ancient celtic,0,Vercingetorix
vere,m,english,0.1,Vere
vered,f,jewish,0,vered
verena,f,german,0,فيرينا
vergil,m,english,0,فيرجيل
verity,f,english,0,حقيقة
vern,m,,0.03,فيرن
verna,f,english,0.06,فيرنا
verner,m,scandinavian,0.03,فيرنر
vernon,m,english,1.27,فيرنون
verona,f,,0,فيرونا
verónica,f,spanish,0,فيرونيكا
verônica,f,portuguese,0,Verônica
veronica,f,"english, italian, romanian",0.03,فيرونيكا
veronika,f,"russian, czech, scandinavian, german, hungarian",0,فيرونيكا
véronique,f,french,11.82,فيرونيك
vesa,m,finnish,0,فيزا
vesna,f,"croatian, serbian, slovene",0,Vesna
vespasian,m,ancient roman,0,فيسباسيان
vespasiano,m,italian,0,فيسباسيانو
vespasien,m,french,0.16,فيسباسين
vespera,f,esperanto,0,فيسبيرا
vesta,f,roman mythology,0.13,فيستا
vester,m,german,0.03,Vester
veva,f,,0,فيفا
vi,f,english,9.43,السادس
vibeke,f,"danish, norwegian",0,فيبيك
vibol,m,khmer,0,Vibol
vic,"m,f",english,2.04,فيك
vicente,m,"spanish, portuguese",0.13,فيسنتي
vicki,f,english,0,فيكي
vickie,f,english,0,فيكي
vicky,f,english,0.45,فيكي
vico,m,italian,0.16,فيكو
victoire,f,french,63.4,Victoire
víctor,m,spanish,0,víctor
victor,m,"english, french, portuguese, spanish, romanian",37.5,فيكتور
victoria (1),f,"english, spanish, romanian, ancient roman",0,فيكتوريا (1)
victoria (2),f,roman mythology,0,فيكتوريا (2)
victorine,f,french,0.06,فيكتورين
victorino,m,"spanish, portuguese",0,فيكتورينو
victorius,m,ancient roman,0,فيكتوريوس
vid,m,slovene,0,فيد
vida,m,hungarian,4.65,فيدا
vidal,m,spanish,1.34,فيدال
vidar,m,"scandinavian, norse mythology",0,Vidar
vidya,f,indian,0,فيديا
vien,m,vietnamese,0.06,فين
vienne,f,french,30.61,فيان
viggo,m,scandinavian,0,Viggo
vijay,m,indian,0,فيجاي
vijaya,f,indian,0,فيجايا
vikki,f,english,0,فيكي
vikram,m,indian,0,فيكرام
viktor,m,"scandinavian, german, hungarian, polish, czech, bulgarian, russian, croatian, serbian",0.03,فيكتور
viktória,f,hungarian,0,فيكتوريا
viktoria,f,"german, scandinavian",0,فيكتوريا
vilchjo,m,esperanto,0,Vilchjo
vilem,m,czech,0,فيليم
vilfred,m,danish,0,vilfred
vilhelm,m,"scandinavian, hungarian",0,فيلهلم
vilhelmi,m,finnish,0,فيلهيلمي
vilhelmiina,f,finnish,0,فيلهيلمينا
vilhelmo,m,esperanto,0,فيلهلمو
vilhelms,m,latvian,0,Vilhelms
vilhjálmur,m,icelandic,0,Vilhjálmur
vili,m,hungarian,0.03,فيلي
viljami,m,finnish,0,فيلجامي
viljem,m,slovene,0,فيلجيم
vilko,m,slovene,0,فيلكو
ville,m,finnish,223.86,فيل
vilma,f,hungarian,0,فيلما
vilmar,m,,0,فيلمار
vilmos,m,hungarian,0,فيلموس
vilppu,m,finnish,0,vilppu
vin,m,english,64.13,فين
vina,f,,0.03,فينا
vinal,m,english,0,Vinal
vinay,m,indian,0.03,فيناي
vince,m,"english, hungarian",0.1,فينس
vincenc,m,czech,0,فينكنك
vincent,m,"english, french, dutch, danish, swedish",21.63,فنسنت
vincentas,m,lithuanian,0,فينسنتاس
vincente,m,spanish,0.03,فينسنت
vincenza,f,italian,0,فينسنزا
vincenzo,m,italian,0.06,فينسنزو
vinh,f,vietnamese,0.03,فينه
vinko,m,croatian,0,فيكو
vinnie,m,english,0,فيني
vinzenz,m,german,0,فينزنز
viola,f,"english, italian, scandinavian",0.29,فيولا
violet,f,english,8.7,البنفسجي
violeta,f,"romanian, bulgarian",0,فيوليتا
violetta,f,italian,0.06,فيوليتا
violette,f,french,8.25,فيوليت
viorel,m,romanian,0,فيوريل
viorica,f,romanian,0,فيوريكا
vipul,m,indian,0,VIPUL
virgee,f,english,0,فيرجي
virgie,f,english,0,فيرجي
virgil,m,"english, romanian",0.03,فيرجيل
virgilio,m,"italian, spanish, portuguese",0.25,فيرجيليو
virginia,f,"english, italian, spanish, portuguese, danish, swedish, romanian, ancient roman",3.03,فرجينيا
virginie,f,french,35.71,فيرجين
vishal,m,indian,0,فيشال
vishnu,m,hindu mythology,0.06,فيشنو
visitacíon,f,spanish,0,Visitacíon
visnja,f,croatian,0,Visnja
vít,m,czech,0,فيت
vita,f,"english, danish, ancient roman",1.02,فيتا
vitale,m,italian,5.89,فيتالي
vitali,m,russian,0.13,فيتالي
vitalia,f,italian,0,Vitalia
vito,m,"italian, spanish",0.03,فيتو
vitor,m,portuguese,0,فيتور
vittore,m,italian,0,فيتور
vittoria,f,italian,0.1,فيتوريا
vittorino,m,italian,0,فيتورينو
vittorio,m,italian,0.8,فيتوريو
vitus,m,ancient roman,0.1,فيتوس
vitya,m,russian,0,فيتيا
viveka,f,swedish,0,فيفيكا
vivian,"m,f",english,0.19,فيفيان
viviana,f,"italian, spanish, ancient roman",0,فيفيانا
vivien,"f,m",french,0.19,فيفيان
vivienne,f,french,1.47,فيفيان
viviette,f,english (modern),0,فيفيت
vivyan,f,english,0,فيفيان
vjeko,m,croatian,0,vjeko
vjekoslav,m,croatian,0,vjekoslav
vjekoslava,f,croatian,0,vjekoslava
vlad,m,"russian, romanian",0.03,فلاد
vladilen,m,russian,0,فلاديلين
vladimir,m,"russian, czech, serbian, croatian",0.51,فلاديمير
vladimira,f,"russian, czech",0,فلاديميرا
vladislav,m,"russian, czech",0.19,فلاديسلاف
vladislava,f,"russian, czech",0,فلاديسلافا
vlaho,m,croatian,0,فلاهو
vlasi,m,russian,0,فلااسي
voirrey,f,manx,0,Voirrey
voitto,m,finnish,0,Voitto
vojtech,m,czech,0,Vojtech
volkan,m,turkish,0,فولكان
volker,m,german,0.03,فولكر
volodya,m,russian,0,فولديا
volodymyr,m,"russian, ukrainian",0,فولوديمير
volos,m,slavic mythology,0.03,فولوس
völund,m,norse mythology,0,فولوند
volya,m,russian,0,Voly
vonda,f,russian,0,فوندا
vortigern,m,history,0,فورتيجرن
vosgi,f,armenian,0,vosgi
vreni,f,german,0,vreni
vsevolod,m,russian,0,vsevolod
vulcan,m,roman mythology,0,فولكان
vyacheslav,m,russian,0.03,Vyacheslav
vytautas,m,lithuanian,0,Vytautas
waclaw,m,polish,0,واكلاو
wade,m,english,0.03,واد
waheed,m,arabic,0,وحيد
waheeda,f,arabic,0,وحدة
wahid,m,arabic,0,وحيد
wahida,f,arabic,0,الهيدا
walburga,f,,0,والبيرغا
waldemar,m,"german, scandinavian",0.06,والديمار
waldo,m,"english, german",0,والدو
walenty,m,polish,0,وولن
walid,m,arabic,0,وليد
walker,m,english,0.76,ووكر
wallace,m,"english, scottish",1.08,والاس
wallis,"m,f",english,0.54,واليس
wally,"m,f",english,0,والي
walt,m,english,0.32,والت
walter,m,"english, german, scandinavian",2.68,والتر
walther,m,german,0.35,والتر
walton,m,english,0.22,والتون
waltraud,f,german,0,والترو
wanda,f,english,0.54,واندا
wapasha,m,native american,0,واباشا
ward,m,english,0.45,جناح
wardell,m,english,0,الحارس
warner,m,english,0.8,وارنر
warren,m,english,0.45,وارن
warwick,m,english,0.03,وارويك
washington,m,english,17.49,واشنطن
wasim,m,arabic,0,وسيم
wassim,m,arabic,0,فاسيم
wasswa,m,african,0,Wasswa
wat,m,english,0.16,وات
wawrzyniec,m,polish,0,Wawrzyniec
wayland,m,english,0,وايلاند
waylon,m,english,0,ويلون
wayne,m,english,0.22,واين
webster,m,english,0.03,ويبستر
wei,m,chinese,0.1,وي
wekesa,m,african,0,ويكيسا
weldon,m,english,0.19,ويلدون
wen,f,chinese,0.06,ون
wenceslas,m,history,0,Wenceslas
wenda,f,english,0,ويندا
wendel,m,german,0.32,ويندل
wendell,m,english,0.19,ويندل
wendi,f,english (modern),0,ويندي
wendy,f,english,0.67,ويندي
wenona,f,english,0,وينونا
wenonah,f,english (modern),0,ويناه
wenzel,m,german,0.19,وينزيل
wenzeslaus,m,german,0,Wenzeslaus
wera,f,polish,0,WERA
werner,m,"german, dutch, scandinavian",10.39,فيرنر
werther,m,german,4.62,ويرثر
wesley,m,english,0.35,ويسلي
weston,m,english,0.51,ويستون
whitaker,m,english,0,ويتاكر
whitney,"f,m",english,0.48,ويتني
wibeke,f,german,0,ويبيك
wickaninnish,m,native american,0,ويكانين
widad,f,arabic,0,widad
wiebe,m,"dutch, frisian, german",0,ويبي
wiebke,f,german,0,ويبك
wieland,m,german,0.61,ويلاند
wielislaw,m,polish,0,Wielislaw
wieslaw,m,polish,0,ويسلو
wieslawa,f,polish,0,ويسلوا
wigburg,f,,0,ويغبورغ
wikolia,f,hawaiian,0,ويكوليا
wiktor,m,polish,0,ويكتور
wiktoria,f,polish,0,ويكتوريا
wil,m,english,0,ويل
wilbert,m,,0,ويلبرت
wilbur,m,english,0.16,ويلبر
wilburn,m,english,0,ويلبرن
wilda,f,,0,وايلد
wiley,m,english,0,وايلي
wilf,m,english,0,ويلف
wilford,m,english,0,ويلفورد
wilfred,m,english,0.03,ويلفريد
wilfreda,f,english,0,ويلفريدا
wilfredo,m,spanish,0,ويلفريدو
wilfrid,m,english,0.13,ويلفريد
wilfried,m,german,0,ويلفريد
wilhelm,m,german,1.62,فيلهلم
wilhelmina,f,german,0,فيلهيلمينا
wilkie,m,english,0.51,ويلكي
will,m,english,1.59,سوف
willa,f,english,0,ويلا
willard,m,english,0.22,ويلارد
willem,m,dutch,0.7,ويليم
william,m,english,6.28,وليام
willie,"m,f",english,0.48,ويلي
willis,m,english,0.29,ويليس
willoughby,m,english,0,ويلوغبي
willow,f,english,0,الصفصاف
willy,m,english,0.29,ويلي
wilma,f,"german, english",0.06,ويلما
wilmer,m,english,0,ويلمر
wilmot,m,english,0,ويلموت
wilson,m,english,6.12,ويلسون
wilton,m,english,0,ويلتون
wim,m,"dutch, german",0.03,ويم
wincenty,m,polish,0,Wincenty
windsor,m,english,1.05,وندسور
winfred,m,english,0,وينفريد
winfried,m,german,0,وينفريد
winifred,f,"welsh, english",0,وينيفريد
winnie,f,english,0.57,ويني
winnifred,f,"welsh, english",0,winnifred
winona,f,"english, native american",0,وينونا
winston,m,english,6.59,وينستون
winter,f,english,0.29,شتاء
winthrop,m,english,0,وينثروب
winton,m,english,0,وينتون
wiremu,m,maori,0,Wiremu
wisdom,"f,m",english,0.06,حكمة
wislaw,m,,0,ويسلاف
witold (1),m,german,0,Witold (1)
witold (2),m,polish,0,Witold (2)
wladyslaw,m,polish,0,Wladyslaw
wlodek,m,polish,0,Wlodek
wlodzimierz,m,polish,0,Wlodzimierz
wlodzislaw,m,polish,0,Wlodzislaw
woden,m,anglo-saxon mythology,0,وودن
wojciech,m,polish,0,Wojciech
wojtek,m,polish,0.06,Wojtek
wolf,m,"german, english, jewish",18.29,ذئب
wolfgang,m,german,0.19,وولفغانغ
wolfram,m,german,0.16,ولفرام
wolodymyr,m,ukrainian,0,وولوديمير
woodrow,m,english,0.03,وودرو
woody,m,english,0.1,وودي
wotan,m,germanic mythology,0.13,ووتان
wouter,m,dutch,0,wouter
wren,f,english,0.1,وين
wright,m,english,1.4,رايت
wu,m,chinese,0.16,وو
wyatt,m,english,0.22,وايت
wybert,m,anglo-saxon,0,ويبرت
wymond,m,english,0,ويموند
wyn,m,welsh,0,وين
wynfor,m,welsh,0,wynfor
wynn,m,welsh,0,وين
wynne,"m,f",welsh,0.03,وين
wynonna,f,english,0,وينونا
wynter,f,english (modern),0,وينتر
wystan,m,english,0,ويستان
xabier,m,basque,0,Xabier
xander,m,dutch,0,زاندر
xandra,f,dutch,0,Xandra
xanthe,f,"greek mythology, ancient greek",0,xanthe
xanthia,f,,0,زانثيا
xanthippe,f,ancient greek,0.1,زانثيب
xara,f,,0,xara
xaver,m,german,0,Xaver
xavia,f,,0,كافيا
xaviar,m,english,0,كافيار
xavier,m,"english, french, spanish",5.86,كزافييه
xaviera,f,english,0,Xaviera
xavior,m,english,0,xavior
xena,f,english,0,زينا
xene,f,greek,0,شين
xenia,f,"greek, english",0,زينيا
xenocrates,m,ancient greek (latinized),0,Xenocrates
xenon,m,ancient greek,0,زينون
xenophon,m,ancient greek,0,زينوفون
xerxes,m,english,0,Xerxes
xiang,"m,f",chinese,0,شيانغ
ximena,f,spanish,0,Ximena
ximun,m,basque,0,Ximun
xiomara,f,spanish,0,xiomara
xoán,m,galician,0,Xoán
xochilt,f,spanish,0,Xochilt
xochipilli,m,new world mythology,0,Xochipilli
xochiquetzal,f,new world mythology,0,Xochiquetzal
xochitl,f,"native american, spanish",0,xochitl
xosé,m,galician,0,xosé
xuan,"m,f",vietnamese,0,شوان
xue,"f,m",chinese,0,Xue
xun,m,chinese,0,شون
xyleena,f,?,0,Xyleena
xylia,f,english (modern),0,xylia
xylina,f,,0,xylina
xzavier,m,english (modern),0,Xzavier
yaa,f,african,0,يا
yachin,m,jewish,0,ياكين
yachna,f,jewish,0,ياكنا
yadira,f,,0,ياديرا
yael,f,jewish,0,يائيل
yaffa,f,jewish,0,يافا
yahveh,m,theology,0.03,ياهفيه
yahweh,m,theology,0.54,الرب
yahya,m,arabic,0,يحيى
yakim,m,russian,0,ياكيم
yakov,m,"jewish, russian",0,ياكوف
yale,m,welsh,0.99,ييل
yan,m,,0.48,يان
yanick,"m,f","breton, french",0,يانيك
yankel,m,jewish,0,yankel
yann,m,"breton, french",0.16,يان
yannic,"m,f","breton, french",0,اليانيك
yannick,"m,f","breton, french",0,يانيك
yannis,m,greek,1.34,يانيس
yarden,m,jewish,0,Yarden
yardena,f,jewish,0,ياردة
yaromira,f,russian,0,ياروميرا
yaron,"m,f","jewish, english",0,يارون
yaropolk,m,russian,0,ياروبولك
yaroslav,m,russian,0,ياروسلاف
yaroslava,f,russian,0,ياروسلافا
yasamin,f,iranian,0,ياسامين
yasha,m,russian,0,ياشا
yashmine,f,english,0,ياشمين
yasir,m,arabic,0,ياسر
yasmin,f,"iranian, english",0,ياسمين
yasmina,f,english,1.21,ياسمين
yasmine,f,english,0.03,ياسمين
yasser,m,arabic,0,ياسر
yasu,f,japanese,0,ياسو
yavuz,m,turkish,0,يافوز
yaw,m,african,0,يو
yazmin,f,english (modern),0,يزمين
yechezkel,m,jewish,0,يشيزكل
yehiel,m,jewish,0,يهيل
yehudah,m,jewish,0,يهودا
yehudi,m,jewish,0.06,يهودي
yehudit,f,jewish,0,yehudit
yejide,f,african,0,يجيد
yelena,f,russian,0,يلينا
yelizaveta,f,russian,0,Yelizaveta
yen,f,vietnamese,0.35,ين
yente,f,jewish,0,yente
yentl,"m,f",jewish,0,yentl
yered,m,jewish,0,yered
yermolai,m,russian,0,ييرمولاي
yesenia,f,spanish,0,نعم
yessenia,f,spanish,0,يسينيا
yeva,f,armenian,0,ييفا
yevgeni,m,russian,0,ييفغيني
yevgeniya,f,russian,0,ييفغينيا
yevgeny,m,russian,0,yevgeny
yewande,f,african,0,يواندي
yidel,f,jewish,0,ييدل
yildiz,f,turkish,0,يلد
yin,f,chinese,1.05,يين
yitzhak,m,jewish,0,Yitzhak
ylva,f,scandinavian,0,ylva
yngvar,m,"danish, norwegian",0,Yngvar
yngve,m,scandinavian,0.48,Yngve
yoav,m,jewish,0,يوف
yochanan,m,biblical (original),0,يوشانان
yoel,m,jewish,0,يويل
yoko,f,japanese,0,يوكو
yolanda,f,english,0.22,يولاندا
yolande,f,french,0.48,يولاندي
yolonda,f,english,0,يولوندا
yonah,m,jewish,0,يونه
yonatan,m,jewish,0,يوناتان
yonca,f,turkish,0,يونكا
yong,"m,f",korean,0.29,يونغ
yorath,m,welsh,0,يوث
yori,m,japanese,0.03,يوري
yorick,m,english,0.51,يوريك
york,m,english,29.28,يورك
yosef,m,jewish,0,يوسف
yoshi,"m,f",japanese,0,يوشي
yoshiko,f,japanese,1.08,يوشيكو
yoshiro,m,japanese,0,يوشيرو
young,"m,f",korean,3.38,شاب
yousef,m,arabic,0,يوسف
youssef,m,arabic,1.43,يوسف
yrjänä,m,finnish,0,yrjänä
yrjö,m,finnish,0,yrjö
ysabel,f,english (modern),0,Ysabel
yseult,f,french,0.48,yseult
yu,"f,m",chinese,0.06,يو
yudel,m,jewish,0,يودل
yuki,m,japanese,0,يوكي
yukiko,f,japanese,0,يوكيكو
yuko,f,japanese,0,يوكو
yulia,f,russian,0,يوليا
yuliana,f,russian,0,يوليانا
yuliya,f,"russian, bulgarian",0,يوليا
yumi,f,japanese,0,يومي
yun,f,chinese,0,يون
yuri (1),m,russian,0,يوري (1)
yuri (2),f,japanese,0,يوري (2)
yuriy,m,ukrainian,0,يوري
yusef,m,arabic,0,يوسيف
yushua,m,arabic,0,يوشوا
yusra,f,arabic,0,يوسرا
yussel,m,jewish,0,يوسل
yusuf,m,"arabic, turkish",0,يوسف
yutke,f,jewish,0,يوتك
yuval,m,jewish,0,يوفال
yvain,m,welsh mythology,0.06,yvain
yves,m,french,3.41,إيف
yvette,f,french,2.2,yvette
yvo,m,german,0,YVO
yvon,m,,1.82,إيفون
yvonne,f,french,12.3,إيفون
zabel,f,armenian,0.03,زبل
zacarías,m,spanish,0,زاكاريا
zacchaeus,m,biblical,0,زاكايوس
zach,m,english,0.1,زاك
zachariah,m,english,0,زكريا
zacharias,m,"biblical, english",0.06,زكريا
zacharie,m,french,0.13,زكاري
zacharjasz,m,polish,0,زكارجاس
zachary,m,english,0,زكاري
zachery,m,english,0,زلة
zack,m,english,0.03,زاك
zackary,m,english,0,Zackary
